0.000000e+000	-3.312407e-014	-1.828818e-014	9.349067e-016	-9.484470e-029	-7.744920e-013	-1.193710e-012
5.000000e-004	-3.312407e-014	-1.828818e-014	9.349067e-016	1.000000e-001	-7.745040e-013	-1.193710e-012
1.000000e-003	-3.312407e-014	-1.828818e-014	9.349067e-016	2.000000e-001	-7.745160e-013	-1.193710e-012
1.500000e-003	-3.312407e-014	-1.828818e-014	9.349067e-016	3.000000e-001	-7.745280e-013	-1.193710e-012
2.000000e-003	-3.312407e-014	-1.828818e-014	9.349067e-016	4.000000e-001	-7.745410e-013	-1.193710e-012
2.500000e-003	-3.312407e-014	-1.828818e-014	9.349067e-016	5.000000e-001	-7.745530e-013	-1.193710e-012
3.000000e-003	-3.312407e-014	-1.828818e-014	9.349067e-016	6.000000e-001	-7.745650e-013	-1.193710e-012
3.500000e-003	-3.312407e-014	-1.828818e-014	9.349067e-016	7.000000e-001	-7.745770e-013	-1.193710e-012
4.000000e-003	-3.312407e-014	-1.828818e-014	9.349067e-016	8.000000e-001	-7.745900e-013	-1.193710e-012
4.500000e-003	-3.312407e-014	-1.828818e-014	9.349067e-016	9.000000e-001	-7.746020e-013	-1.193710e-012
5.000000e-003	-3.312407e-014	-1.828818e-014	9.349067e-016	1.000000e+000	-7.746140e-013	-1.193710e-012
5.500000e-003	-3.312407e-014	-1.828818e-014	9.349067e-016	1.100000e+000	-7.746260e-013	-1.193710e-012
6.000000e-003	-3.312407e-014	-1.828818e-014	9.349067e-016	1.200000e+000	-7.746390e-013	-1.193710e-012
6.500000e-003	-3.312407e-014	-1.828818e-014	9.349067e-016	1.300000e+000	-7.746510e-013	-1.193710e-012
7.000000e-003	-3.312407e-014	-1.828818e-014	9.349067e-016	1.400000e+000	-7.746630e-013	-1.193710e-012
7.500000e-003	-3.312407e-014	-1.828818e-014	9.349067e-016	1.500000e+000	-7.746750e-013	-1.193710e-012
8.000000e-003	-3.312407e-014	-1.828818e-014	9.349067e-016	1.600000e+000	-7.746880e-013	-1.193710e-012
8.500000e-003	-3.312407e-014	-1.828818e-014	9.349067e-016	1.700000e+000	-7.747000e-013	-1.193710e-012
9.000000e-003	-3.312407e-014	-1.828818e-014	9.349067e-016	1.800000e+000	-7.747120e-013	-1.193710e-012
9.500000e-003	-3.312407e-014	-1.828818e-014	9.349067e-016	1.900000e+000	-7.747240e-013	-1.193710e-012
1.000000e-002	-3.312407e-014	-1.828818e-014	9.349067e-016	2.000000e+000	-7.747370e-013	-1.193710e-012
1.050000e-002	-3.312407e-014	-1.828818e-014	9.349067e-016	2.100000e+000	-7.747490e-013	-1.193710e-012
1.100000e-002	-3.312407e-014	-1.828818e-014	9.349067e-016	2.200000e+000	-7.747610e-013	-1.193710e-012
1.150000e-002	-3.312407e-014	-1.828818e-014	9.349067e-016	2.300000e+000	-7.747730e-013	-1.193710e-012
1.200000e-002	-3.312407e-014	-1.828818e-014	9.349067e-016	2.400000e+000	-7.747850e-013	-1.193710e-012
1.250000e-002	-3.312407e-014	-1.828818e-014	9.349067e-016	2.500000e+000	-7.747980e-013	-1.193710e-012
1.300000e-002	-3.312407e-014	-1.828818e-014	9.349067e-016	2.600000e+000	-7.748100e-013	-1.193710e-012
1.350000e-002	-3.312407e-014	-1.828818e-014	9.349067e-016	2.700000e+000	-7.748220e-013	-1.193710e-012
1.400000e-002	-3.312407e-014	-1.828818e-014	9.349067e-016	2.800000e+000	-7.748340e-013	-1.193710e-012
1.450000e-002	-3.312407e-014	-1.828818e-014	9.349067e-016	2.900000e+000	-7.748470e-013	-1.193710e-012
1.500000e-002	-3.312407e-014	-1.828818e-014	9.349067e-016	3.000000e+000	-7.748590e-013	-1.193710e-012
1.550000e-002	-3.312407e-014	-1.828818e-014	9.349067e-016	3.100000e+000	-7.748710e-013	-1.193710e-012
1.600000e-002	-3.312407e-014	-1.828818e-014	9.349067e-016	3.200000e+000	-7.748830e-013	-1.193710e-012
1.650000e-002	-3.312407e-014	-1.828818e-014	9.349067e-016	3.300000e+000	-7.748960e-013	-1.193710e-012
